date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:23:48	272/272	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2015%20Jul%202020%2023:23:48%20GMT	https://accounts.google.com/signin/v2/identifier?flowName=GlifWebSignIn&flowEntry=ServiceLogin	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/signin/v2/identifier.0fae3.delayed	(from )
01:23:49	104/104	---MCZ	200	added ('OK')	text/plain	date:Wed,%2015%20Jul%202020%2023:23:48%20GMT	https://accounts.google.com/robots.txt		(from )
01:23:49	72647/72647	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jul%202020%2023:23:48%20GMT	https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/ServiceLoginfae3.html	(from )
01:23:49	239/239	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Mar%202020%2020:15:00%20GMT	https://ssl.gstatic.com/ui/v1/menu/checkmark.png	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/ssl.gstatic.com/ui/v1/menu/checkmark.png	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:50	2551/2551	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://ssl.gstatic.com/accounts/ui/logo_1x.png	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/ssl.gstatic.com/accounts/ui/logo_1x.png	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:50	2449/2449	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Oct%202019%2018:15:00%20GMT	https://ssl.gstatic.com/images/branding/googlelogo/1x/googlelogo_color_112x36dp.png	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/ssl.gstatic.com/images/branding/googlelogo/1x/googlelogo_color_112x36dp.png	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:50	5274/5274	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://ssl.gstatic.com/accounts/ui/logo_2x.png	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/ssl.gstatic.com/accounts/ui/logo_2x.png	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:51	4603/4603	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Oct%202019%2018:15:00%20GMT	https://ssl.gstatic.com/images/branding/googlelogo/2x/googlelogo_color_112x36dp.png	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/ssl.gstatic.com/images/branding/googlelogo/2x/googlelogo_color_112x36dp.png	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:51	4285/4285	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://ssl.gstatic.com/accounts/ui/wlogostrip_230x17_1x.png	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/ssl.gstatic.com/accounts/ui/wlogostrip_230x17_1x.png	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:51	10091/10091	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://ssl.gstatic.com/accounts/ui/wlogostrip_230x17_2x.png	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/ssl.gstatic.com/accounts/ui/wlogostrip_230x17_2x.png	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:52	154/154	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Mar%202020%2020:15:00%20GMT	http://ssl.gstatic.com/ui/v1/icons/common/x_8px.png	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/ssl.gstatic.com/ui/v1/icons/common/x_8px.png	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:52	626/626	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://ssl.gstatic.com/accounts/ui/avatar_2x.png	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/ssl.gstatic.com/accounts/ui/avatar_2x.png	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:52	46748/46748	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jul%202020%2023:23:52%20GMT	https://accounts.google.com/signin/usernamerecovery?flowName=GlifWebSignIn&hl=es	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/signin/usernamerecoverycc92.html	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:53	239/239	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2015%20Jul%202020%2023:23:52%20GMT	https://accounts.google.com/AccountChooser?flowName=GlifWebSignIn&flowEntry=ServiceLogin	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/AccountChooser.cfae3.delayed	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
01:23:53	72669/72669	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jul%202020%2023:23:52%20GMT	https://accounts.google.com/ServiceLogin?sacu=1&rip=1	C:/Mis%20lugares%20Web/Copia%20Google%20Logon/accounts.google.com/ServiceLogina966.html	(from https://accounts.google.com/ServiceLogin?flowName=GlifWebSignIn&flowEntry=ServiceLogin)
